SeriousDlqin2yrs,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents
1,0.864872442,43,5,4210,6670.221237392844,12,0,2,1,0
1,0.814558059,48,2,0.800799467,1500,3,3,0,0,0
1,0.9999999,29,0,0,2240,1,0,0,0,0
1,0.966295759,41,1,0.112338858,3800,4,4,0,1,3
1,0.421496641,29,1,0.152944384,3667,15,1,0,0,0
1,0.9999999,32,2,0.307128581,1500,1,1,0,0,3
1,0.784431138,36,2,0.520741732,5230,3,2,1,0,0
1,0.506264104,51,3,0.283345013,4280,6,2,0,1,1
1,0.943821844,39,0,0.972237646,1800,6,1,1,0,1
1,0.967919352,39,1,4373,6670.221237392844,13,0,2,2,0
1,0.090149223,46,0,0.832866853,2500,15,0,2,0,0
1,1.050373741,40,2,0.57920311,3086,4,0,0,0,0
1,0.9999999,64,0,0,1917,0,0,0,0,0
1,0.6812749,47,1,0.027597792,8333,2,0,0,0,0
1,0.503012434,50,3,0.071447614,3750,11,0,0,0,0
1,0.641697878,46,2,0.102651459,6750,2,0,0,0,1
1,0.005193437,48,2,0.461733713,13000,14,9,1,2,2
1,0.007726687,72,0,1.020096668,3930,13,0,4,0,1
1,1.02365878,34,2,0.07556601,3400,5,0,0,2,2
1,0.659767362,50,1,0.073704415,2604,6,3,0,2,4
1,0.717487499,37,2,0.734308461,5400,12,0,2,0,3
1,0.93675288,28,0,0.037603734,3855,3,0,0,0,1
1,0.950585547,41,2,0.32111476,11266,6,1,1,0,0
1,0.029985007,48,0,0.203399717,12000,4,0,1,1,0
1,0.884724819,54,0,0.32395467,7676,11,0,2,0,0
1,0.876308278,45,0,477,6670.221237392844,4,1,0,1,0
1,0.051810843,55,1,0.290341932,5000,12,0,1,1,0
1,0.0649594,40,0,0.06482253,6000,6,2,0,0,3
1,0.9999999,46,2,0.561131387,3287,3,2,1,0,3
1,0.894211577,21,0,13,6670.221237392844,1,0,0,0,0
1,0,40,0,0.32488397,2800,11,0,1,0,1
1,0.26127292,51,1,0.242493349,2630,14,0,0,0,0
1,1.143426295,25,0,0.134289439,2300,2,0,0,0,0
1,0.9999999,27,0,0,6670.221237392844,0,0,0,0,0
1,0.336968375,45,0,807,6670.221237392844,8,1,0,0,5
1,1.074179743,28,1,0.063541435,4500,3,5,0,0,0
1,0.073449802,71,1,0.127790714,7300,32,0,1,0,0
1,0.936319945,50,0,2280,6670.221237392844,8,0,1,0,0.7572222678605657
1,0.9999999,31,0,240,6670.221237392844,1,0,0,0,0
1,0.682030814,78,5,0.640671866,5000,12,2,2,0,0
1,0,38,0,2299,6670.221237392844,3,0,1,2,0
1,0.698353642,51,0,0.783363148,5589,8,0,2,0,0
1,0.559139785,77,1,0.202570816,4200,2,1,0,0,0
1,0.889521561,54,0,0.173935511,9675,5,0,1,0,3
1,0.970572269,46,0,1.089810492,3640,11,0,1,0,3
1,0.108528641,48,0,0.357389566,5500,15,0,2,0,0
1,0,27,0,0.065620542,700,2,0,0,0,0
1,0.959144975,48,0,0.554216867,4896,10,0,1,1,1
1,1.777408638,29,0,0.003332639,4800,1,0,0,1,2
1,0.461634435,39,1,0.216198126,5975,10,0,0,0,1
1,0,29,0,238,6670.221237392844,7,0,0,0,0
1,1.071798668,43,0,0.67410863,3000,7,1,1,4,2
1,0.942926147,45,0,0.584648494,4181,10,0,1,0,3
1,0.965438446,41,3,0.117397715,5425,4,0,1,0,1
1,0.9999999,55,98,0,6670.221237392844,0,98,0,98,0
1,1.81237525,59,1,0.158412168,5390,3,6,0,1,0
1,1.00528964,34,0,1.811042361,2100,12,0,2,0,3
1,0,60,0,0.38207724,8000,8,0,1,0,0
1,0.106439714,33,0,0.348957165,4458,7,0,2,0,1
1,0.678804462,46,1,0.029678226,3200,7,1,0,0,0
1,0.100023225,39,0,3757,6670.221237392844,12,0,2,0,0
1,0.9999999,44,1,0.339787633,1600,1,1,1,0,0
1,1.017731358,41,0,3656,6670.221237392844,5,2,2,1,0
1,0.118782555,33,1,0.255807116,3400,8,0,0,2,0
1,0.9999999,30,2,0.220915842,1615,3,1,0,0,1
1,0,28,0,0,2250,1,1,0,1,1
1,0.9999999,33,2,0.220731386,3800,4,0,0,1,0
1,0.9999999,37,1,0.36031984,2000,10,0,0,1,0
1,0.981819835,59,0,0.246820809,3459,9,0,0,0,0
1,0.020689984,66,2,1669,6670.221237392844,13,0,1,1,0
1,0.980511571,38,1,0.136906684,3096,9,2,0,0,1
1,0.880597015,35,3,0.87534153,8783,11,1,4,2,2
1,0.354780458,74,0,1.466533467,1000,9,0,0,0,0
1,0.9999999,38,0,0.055944056,1000,0,3,0,0,0
1,0.138012154,39,1,0.352973417,3648,5,0,1,0,1
1,0.304599356,56,0,0.430165246,9500,16,0,1,0,1
1,0.970514711,51,3,0.164798546,3300,7,1,0,0,0
1,0.818580834,41,0,0.434134362,5700,7,1,1,0,3
1,0.921790096,82,0,1.144146685,7089,14,0,2,0,0
1,0.9999999,50,98,0,6670.221237392844,0,98,0,98,0
1,0.793012525,34,0,0.400127632,4700,16,1,1,0,1
1,0.920203735,60,0,0.698884758,2420,10,0,2,1,0
1,0.055463838,56,2,0.136095989,9000,22,0,1,0,0
1,0.607425676,78,3,0.626569461,7406,17,0,2,1,0
1,0.9999999,34,0,0.015546918,1800,0,0,0,0,0
1,0.108545481,34,0,0.198334966,4083,8,1,0,0,3
1,0.870532367,53,0,0.475634758,6340,5,0,2,0,3
1,0.126915777,45,0,1.259435141,4000,6,0,2,0,3
1,0.71870677,46,0,0.45896861,4459,17,0,1,0,0
1,0,30,0,0,1417,1,0,0,0,1
1,0.608101214,60,0,483,6670.221237392844,4,1,0,0,0
1,0.9999999,43,3,0.146170766,5000,4,0,0,0,1
1,0.404769332,61,1,0.228221742,4166,15,0,1,0,0
1,0.136308619,35,0,4.59066994,2850,14,0,6,0,0
1,1.063670412,28,0,0.195876289,1842,6,0,0,2,2
1,0.683047168,33,0,0.530698659,7084,12,0,2,0,0
1,0.013297085,42,0,0.003683241,3800,7,0,0,0,1
1,0.370235935,26,3,0.234678045,2577,3,0,0,2,0
1,0.804391218,61,1,1.644733783,4300,4,0,2,0,0
1,0.9999999,43,0,1727,6670.221237392844,3,0,1,0,3
1,0.9999999,28,0,0.603132289,3000,6,1,0,0,2
1,0.302565791,59,0,0.602439632,4016,13,0,3,0,2
1,0.9999999,44,0,0.00945076,7300,0,5,0,0,2
1,0.872142014,40,0,0.180117126,7000,7,1,0,0,3
1,0,43,0,0.338886245,2100,5,0,0,0,3
1,0.9999999,60,0,0.064069708,1950,1,2,0,0,0
1,0.9999999,26,0,0.430082256,850,3,0,0,0,0
1,0.9999999,46,3,1667,6670.221237392844,10,1,0,0,3
1,0.401599733,60,1,0.361164708,5700,5,0,0,3,0
1,0.239152173,62,0,0.509216847,8950,15,0,2,0,0
1,1.354322839,53,0,679,6670.221237392844,4,4,0,1,0
1,1.274542429,51,4,1.097180564,5000,10,0,2,1,0
1,0.043189369,35,0,0.00467886,2350,4,0,0,0,4
1,0.754728551,49,3,0.651442854,4400,14,0,1,1,2
1,0.9999999,27,0,50,6670.221237392844,1,0,0,0,0
1,1.063291139,52,1,0.140563466,3300,4,1,0,2,3
1,1.02533803,52,2,0.599549519,14650,11,0,3,0,0
1,0.660998955,46,5,0.44880536,16866,17,0,7,0,0
1,0.9999999,26,0,332,6670.221237392844,2,0,0,0,0
1,0.79494435,52,2,1.212785902,5333,6,0,3,1,2
1,0.717487044,42,1,0.450539247,14000,8,0,2,0,3
1,0.9999999,26,98,28,6670.221237392844,0,98,0,98,0
1,0.338631175,42,0,38793,6670.221237392844,14,0,4,0,1
1,1.031069936,46,1,0.158099047,8500,15,0,2,0,0
1,0.9999999,46,1,0.753123438,2000,4,1,2,0,2
1,0.9999999,29,0,0.869278169,2271,4,1,1,1,1
1,0.885257895,51,1,0.512429566,3016,6,1,0,3,1
1,1.071928072,40,1,0.336120705,5500,6,0,0,3,2
1,1.136212625,37,0,0.062298108,2166,3,1,0,0,1
1,0.657785231,55,2,0.530689568,3958,11,0,2,0,0
1,0.93681307,45,0,0.812784522,10543,31,0,2,0,0
1,0.960407918,28,3,0.251566458,7500,4,0,1,1,0
1,0.094169167,52,0,0.224555089,5000,14,0,0,1,0
1,0.9999999,54,0,0.621786065,10189,8,0,1,1,0
1,0,47,0,0.493923951,5101,4,0,2,2,3
1,0,79,1,1.215045231,6300,7,0,3,2,0
1,0.863052782,59,2,0.390243902,1598,7,1,0,1,0
1,1.11988012,25,1,0.10660744,1800,3,1,0,0,0
1,0.95802099,40,0,0.424657534,1240,4,0,0,0,0
1,0.07739613,37,0,0.225837169,6300,5,0,1,0,0
1,0.976458488,60,4,0.651220919,5200,12,1,1,0,2
1,0.474305505,40,0,0.320607713,7700,10,0,1,0,2
1,0.239842149,54,1,0.132178563,8601,27,1,0,0,1
1,0.380055863,40,0,0.333462771,10300,15,0,2,0,1
1,0.956043956,41,0,0.098730447,8821,7,0,0,2,3
1,0.9999999,49,0,0.227843427,2707,3,0,0,0,1
1,0.932097082,32,0,1.320415225,1444,7,0,2,0,0
1,0.373295238,33,3,0.762111894,6666,12,0,4,0,0
1,0.231777981,61,0,0.408276286,13000,13,0,3,1,0
1,0.110029945,45,1,0.142971406,5000,45,0,0,0,1
1,0.154041934,35,0,0.393075356,5400,6,0,2,0,3
1,0.555147059,41,1,0.142411966,3208,3,1,0,0,2
1,1.148810777,62,2,0.34579188,7437,9,1,1,2,2
1,0.709488023,41,1,0.51655365,5013,6,0,1,0,4
1,0.536227045,72,0,0.802991233,9694,24,0,4,0,0
1,0.442370466,50,0,0.346145301,4500,6,0,2,0,0
1,0.976047904,46,1,0.049006296,8100,2,1,0,0,2
1,0.320757393,74,1,0.156475238,4300,3,0,1,0,0
1,0.833986997,45,3,0.904773807,4000,14,1,1,1,1
1,0,63,0,0.188378471,5833,9,0,2,0,0
1,1.053406239,39,0,0.312601088,6800,20,0,1,0,2
1,0.89031882,48,1,0.588915869,7000,6,2,1,1,0
1,0.832204979,54,5,0.535077487,6000,17,0,1,0,1
1,0,38,3,0.062807698,6702,5,5,0,0,1
1,1.00979392,64,1,0.043542654,3375,3,0,0,0,0
1,0.837410072,57,1,0.691077231,4000,10,0,1,0,0
1,0.833020074,41,2,0.980011105,1800,11,1,0,0,2
1,1.020020625,44,1,0.573895655,5500,10,0,1,1,0
1,0.9999999,44,1,0.022078734,4800,3,2,0,1,2
1,0.052626809,86,2,52,6670.221237392844,9,2,0,1,0.7572222678605657
1,0.029998446,52,0,0.012341447,2916,12,0,0,0,1
1,0.514714277,59,0,0.582104474,4000,8,0,1,0,1
1,0.9999999,58,98,0,2500,0,98,0,98,0
1,0.9999999,24,98,0.035081101,2650,0,98,0,98,1
1,1.003164557,36,1,605,6670.221237392844,5,0,0,1,0
1,0.705254866,75,0,0.552101788,6208,10,0,1,0,1
1,0.707265975,34,1,0.320714476,3750,7,0,0,0,1
1,0.738771769,33,0,5146,6670.221237392844,10,0,2,0,0
1,0.9999999,46,0,2563,6670.221237392844,3,2,1,1,0
1,0.29609446,24,1,9,6670.221237392844,2,0,0,0,0
1,0.9999999,68,1,0.308165661,24700,5,0,2,0,0
1,0.915343915,24,0,0.304678129,2500,5,1,0,1,2
1,1.232354778,37,2,0.257513445,3160,7,1,0,0,2
1,0.146828765,63,0,0.578029996,2466,19,0,1,0,0
1,0.999636628,24,0,0.156737305,2500,2,0,0,0,0
1,0.336212883,35,0,0.676053991,6000,18,0,4,0,1
1,0,54,6,1.55536116,4000,3,0,1,1,3
1,0.146518943,32,0,1.57339163,1600,17,0,1,0,0
1,0.165743984,38,0,0.599612027,5154,4,0,2,0,2
1,0.765234765,22,0,0.014656895,1500,1,0,0,0,0
1,0.973421927,38,0,0.175682301,6118,3,1,1,1,3
1,0.913528954,36,1,0.692634299,5416,11,0,2,0,3
1,0.920159681,37,4,0.52690167,6467,6,1,2,2,4
1,0.962410501,42,2,0.02344895,2046,3,0,0,0,0
1,0.891435034,47,0,2131,6670.221237392844,17,0,2,0,0
1,1.010215851,33,4,0.326826946,4200,12,1,0,2,0
1,0.714107366,37,3,0.415528157,3000,7,2,0,0,3
1,0.9999999,52,0,1.216195373,3889,8,0,1,0,0
1,0.851029794,32,1,0.185558527,4860,5,5,0,0,0
1,0.9999999,38,0,0.538638985,2600,3,1,1,1,0
1,0.401453472,44,1,1180,0,9,2,0,0,0
1,0.982003599,48,0,0.046416167,3166,1,0,0,0,0
1,0.968555252,56,0,0.455966839,13750,17,0,1,0,6
1,0.9999999,39,3,0.20783848,1683,2,2,0,0,3
1,0.9999999,48,0,99,6670.221237392844,1,0,0,0,0
1,0,57,0,0.431113777,5000,13,0,2,0,0
1,0.779026217,36,1,2.979502196,1365,7,1,0,2,1
1,0.493050695,42,3,2059,6670.221237392844,9,0,1,1,2
1,0.999890182,41,0,0.075760942,4500,4,0,0,0,0
1,0.729272561,45,5,0.376989156,7100,7,0,1,0,1
1,0.367848017,63,0,0.147442535,4828,5,1,0,0,1
1,0.323335461,51,2,0.415152554,2916,6,1,1,0,1
1,0.9999999,40,1,390,6670.221237392844,1,0,0,0,0
1,0.930855316,39,1,0.892384593,3400,9,0,2,0,2
1,0.930232558,45,0,0.029328445,6000,2,1,0,0,2
1,0.176823177,28,0,0.007607042,4600,4,2,0,0,0
1,0.9999999,75,0,0.165648261,9000,4,0,2,0,1
1,0.25354929,46,0,4171,6670.221237392844,6,0,4,0,0
1,0.428823256,32,0,0.530734633,2000,10,0,0,0,0
1,0.9999999,62,0,797,6670.221237392844,2,0,1,0,0
1,0.636336759,35,2,0.555044496,10000,9,0,2,0,0
1,0.332390063,31,0,1.084812623,3041,10,0,2,0,1
1,0.81625356,37,0,0.814364273,6000,5,0,2,0,3
1,0.012138027,42,0,1061,6670.221237392844,4,0,1,0,2
1,0.830028329,43,1,0.603215056,5100,5,0,1,0,1
1,0.232825183,48,0,0.572517078,3805,9,3,1,3,0
1,0.984185453,40,3,0.696919578,4836,22,0,1,0,1
1,0.857544535,56,0,1.21695245,8222,14,0,3,0,2
1,0.75443713,59,0,0.278095991,5062,6,0,1,0,0
1,0.056984456,75,1,0.310189203,5760,14,0,1,0,0
1,0.9999999,49,0,0.99448466,2900,6,0,2,0,0
1,0.836938738,40,5,0.149403641,4778,10,5,0,5,0
1,0.990067329,39,3,0.13763798,10236,5,2,0,3,2
1,0.9999999,34,0,0.251345119,1300,1,0,0,1,2
1,0.9999999,28,0,0.17775571,4027,1,2,0,0,0
1,0.857349322,36,1,0.776011561,2075,9,0,0,0,2
1,0,39,2,0.047596383,2100,4,2,0,0,0
1,0.9999999,29,0,0.158075601,3200,2,1,0,0,0
1,0.684422078,36,0,2.332425068,1100,16,0,1,0,2
1,0.041795779,45,0,0.112492133,6355,14,0,1,0,0
1,0.855119207,49,3,0.578442312,4480,11,0,1,1,3
1,0.406969128,59,0,0.231402125,5833,10,0,1,0,0
1,0.015289621,30,0,0.552889422,5000,4,0,2,0,2
1,0.998777914,39,2,8086,6670.221237392844,14,0,1,0,0
1,0.9999999,34,0,1247,6670.221237392844,1,2,1,1,0
1,0.9999999,62,2,0.610252447,3881,6,2,1,1,0
1,0.460823963,50,1,0.131141345,10583,10,0,1,0,1
1,0.9999999,48,2,0.219304773,9406,3,4,1,0,3
1,0.84303351,33,1,0.150283239,3000,5,0,0,0,0
1,0.9999999,61,1,0.168991416,1863,2,0,0,0,1
1,0.939146231,48,0,1374,6670.221237392844,3,1,1,0,0
1,0.718657382,55,0,0.705937354,12833,9,0,2,0,0
1,0.104029991,36,0,0.213367609,3500,4,1,0,0,0
1,0.624881136,82,0,0.267836408,7750,15,0,0,0,1
1,0.936812637,42,1,0.210382951,6240,5,1,0,0,4
1,0.044740735,31,0,0.411267064,5200,11,0,1,0,1
1,1.623069936,52,4,0.012355979,69520,17,1,0,2,1
1,0.873860629,55,0,3953,6670.221237392844,11,0,2,0,0.7572222678605657
1,0.560429546,35,0,0.818603752,5170,6,0,2,0,2
1,0.9999999,38,0,0,6670.221237392844,0,4,0,0,0
1,0.411958767,46,0,0.888121876,4200,29,0,1,0,0
1,0.832167832,60,0,443,6670.221237392844,3,2,0,0,0.7572222678605657
1,0.9999999,31,4,1082,6670.221237392844,4,4,0,1,0
1,0.225162497,38,0,1.191766653,4833,12,0,2,0,0
1,0.245307339,33,0,1.366013072,2600,16,0,1,0,2
1,0.965544826,34,0,0.308338332,5000,6,0,0,0,3
1,0.961359094,45,2,439,6670.221237392844,7,1,0,1,0
1,0.9999999,27,0,0.035688794,1400,5,1,0,1,1
1,0.888475137,53,6,0.30324516,11000,13,0,1,1,0
1,0.9999999,30,0,200,6670.221237392844,1,1,0,0,0
1,0.370453137,36,0,3141,6670.221237392844,7,0,2,0,0
1,0.9999999,63,0,0,6670.221237392844,1,0,0,0,0
1,0.9999999,24,1,476,6670.221237392844,2,0,0,1,0
1,0.9999999,52,0,933,6670.221237392844,3,1,1,1,0.7572222678605657
1,0.9999999,56,0,1196,6670.221237392844,11,2,1,0,0
1,0.561110917,43,1,0.822672578,4736,20,0,2,0,1
1,0.953074905,37,0,0.952770209,1100,2,0,0,1,0
1,0.001153812,89,1,1,6670.221237392844,6,0,0,0,0
1,0.877076412,51,0,0.081326155,3528,3,3,0,0,0
1,0.555471361,48,0,0.679932345,10050,16,0,1,0,1
1,0,83,0,0.641595615,3283,9,0,3,1,1
1,0.174451781,46,2,0.29476209,15425,14,0,4,0,1
1,0.133522538,42,0,1.556912826,1800,9,0,2,0,0
1,0.018807495,49,4,0.310032092,7166,11,0,2,2,2
1,0.972839736,37,0,0.21335751,3308,7,1,0,0,2
1,0.829887198,49,0,7109,6670.221237392844,7,0,1,0,0
1,1.26450116,64,1,14.39989192,3700,6,4,0,1,0
1,0.79314085,43,1,0.431642089,4000,7,1,1,1,1
1,0.00887737,91,0,0.002687914,20833,4,1,0,0,0
1,0,49,0,0.289934106,4400,7,1,1,0,2
1,0.219540066,55,0,0.698945091,3696,14,0,2,1,0
1,0.9999999,44,0,0.007756505,10184,0,0,0,0,2
1,0.556851426,53,1,0.615190385,9900,14,0,3,0,0
1,0.072212193,64,5,0.334455087,7725,11,1,2,0,3
1,0.704091342,70,2,0.00999524,2100,3,0,0,2,0
1,0.761421792,35,0,0.326390335,4800,8,0,1,1,1
1,0.963229416,37,2,1812,6670.221237392844,8,2,1,1,0
1,0.658710904,43,0,0.089720584,3900,4,2,0,1,2
1,0.159851455,80,0,0.146556798,3397,9,0,0,0,0
1,0.9999999,34,1,0.080153588,4166,2,0,0,0,0
1,0.11991086,41,0,0.075113991,8333,6,0,1,0,0
1,0.9999999,35,1,0.654723127,1841,4,0,1,0,1
1,0.9999999,40,0,0,5100,0,0,0,0,1
1,0.9999999,34,1,0.683804627,2333,4,2,1,2,2
1,0.482462819,58,1,0.554579035,7850,14,1,2,0,1
1,0.786233137,67,2,0.222222222,3320,5,1,0,1,2
1,0.9999999,49,3,1.630205441,1800,5,1,2,1,1
1,0.961229372,42,4,0.518629495,7675,16,1,2,2,2
1,0.95034161,43,0,1306,6670.221237392844,6,4,0,0,0
1,0.762408771,39,0,0.529433543,2700,6,0,0,0,4
1,0.9999999,22,98,0,0,0,98,0,98,0
1,0.840902599,34,0,0.193944587,3500,5,0,0,0,0
1,0.157338874,58,2,1626,6670.221237392844,10,0,1,0,0
1,0.9999999,26,1,436,6670.221237392844,4,1,0,0,0
1,0.753188556,25,1,0.42408377,2673,4,1,0,1,0
1,0.518321119,37,2,1535,6670.221237392844,5,1,1,1,0
1,1.503884573,35,2,406,6670.221237392844,4,1,0,0,0
1,0,63,1,0.486476993,2846,4,7,0,1,0
1,0.9999999,50,1,0,1588,0,1,0,0,0
1,0.9999999,57,0,0.298425736,1460,1,1,0,0,0
1,0.133672833,51,1,0.372008018,8480,20,0,3,0,2
1,0.9999999,28,0,0,3928,1,1,0,0,0
1,0.9999999,47,2,0.130512408,5600,6,0,0,1,0
1,0.571278275,30,1,0.067411084,2417,1,0,0,2,0
1,0.613145876,38,0,0.279872785,2200,2,1,0,0,0
1,0.943521595,51,2,0.462677725,3375,3,1,0,1,0
1,1.179640719,26,0,0.029990628,3200,2,2,0,0,3
1,0.9999999,32,0,0.276163699,3200,2,0,0,0,0
1,0.801265706,52,2,1.167817186,4200,18,2,2,2,1
1,0.9999999,50,3,0.357242925,3568,2,1,1,0,2
1,0.68350984,52,0,0.792630677,3500,20,0,2,0,2
1,0.351071593,40,0,0.498611265,9000,6,0,4,0,0
1,0.9999999,46,0,0.523432618,4800,2,0,1,0,2
1,1.22713507,31,4,0.160144689,3040,8,0,0,0,2
1,0.906002725,70,0,0.726560389,3700,11,2,2,0,0
1,0.236338579,41,0,0.357048748,6071,5,1,2,0,4
1,0.527875167,46,0,0.123887611,10000,8,0,0,0,2
1,0.369159364,52,2,0.224364861,9800,10,0,0,0,2
1,0.074066791,72,0,0.441414572,2346,17,0,1,0,0
1,0.9999999,39,0,0,5200,0,2,0,0,1
1,0.933554817,32,0,0.084878331,3451,5,0,0,0,2
1,0.238109733,53,4,0.492245448,4448,11,0,2,0,0
1,0.353458617,49,0,0.149391149,10100,5,2,1,0,0
1,0.9999999,43,1,0.872998933,936,2,1,1,0,1
1,0.9999999,42,0,0,4374,0,0,0,0,0
1,0.9999999,30,98,0,338,0,98,0,98,0
1,0,37,1,0.209927611,2900,8,1,0,0,0
1,0.351750973,70,2,0.946017994,3000,5,2,2,0,0
1,1.672654691,37,0,0.373897707,1700,2,2,0,0,1
1,0.19424405,40,0,788,6670.221237392844,6,0,0,0,1
1,0.170781347,36,2,0.150257498,3300,7,0,0,0,1
1,0.9999999,25,1,0.116627791,3000,5,1,0,2,1
1,0.145817572,45,0,0.325558147,3000,9,0,1,0,0
1,1.007984032,34,0,0.109396914,3564,2,0,0,0,1
1,0.914811358,62,1,0.707188161,945,9,0,0,0,0
1,0.822650536,41,0,0.855485935,7500,9,0,2,0,1
1,1.1745503,34,2,0.190904548,2000,3,1,0,0,0
1,0.134569124,72,1,7788,6670.221237392844,13,0,7,0,0
1,0.996379934,41,0,0.291991005,5780,5,4,1,2,2
1,0.9999999,29,0,707,6670.221237392844,5,0,0,0,0
1,1.041916168,30,0,0.113963438,2570,4,4,0,0,3
1,0.409374454,51,0,0.701799903,18500,21,0,6,0,0
1,0.865318953,46,0,0.578218736,6500,17,0,2,1,1
1,0.107586019,67,0,3233,0,7,0,1,0,0
1,0.9999999,41,0,0.634595874,5913,5,0,2,0,1
1,1.08448721,49,3,0.169595314,7511,13,0,0,0,1
1,0.061110066,46,1,0.182675045,4455,7,0,0,0,0
1,0.884322479,35,1,0.281430826,1900,6,0,0,0,1
1,0.829251455,54,3,4849,6670.221237392844,30,0,2,0,0
1,0.9999999,35,0,0.044888798,4900,3,1,0,0,0
1,0.260396776,67,1,0.28333683,14300,20,0,0,0,0
1,0.231949621,58,1,0.764596221,11800,20,0,3,0,1
1,0,66,0,0.321864595,900,4,0,0,0,0
1,0.9999999,31,0,872,6670.221237392844,6,1,1,0,0
1,0.9999999,46,1,409,6670.221237392844,1,0,0,0,0
1,1.427145709,65,3,0.210961737,2900,4,0,0,1,0
1,0.9999999,43,1,0.28022493,3200,6,2,0,1,1
1,0.067909454,33,1,412,6670.221237392844,3,1,0,1,0
1,0.9999999,43,0,3759,6670.221237392844,4,0,1,0,0
1,0.9999999,49,0,0,18300,0,0,0,0,2
1,0.397057615,50,2,0.227150175,7417,10,0,0,1,2
1,0.207916833,38,2,0.282031044,3800,7,1,0,1,1
1,0.9999999,51,1,0.615943225,6058,8,0,2,1,0
1,0.288878763,39,2,0.483379798,9325,18,0,3,0,2
1,0.097533881,31,1,0.324487334,3315,5,0,0,0,1
1,0.9999999,29,4,0.990213523,2247,7,0,2,2,2
1,0.434227918,25,0,0.088881379,2958,5,0,0,0,0
1,0.00757815,42,1,0.366780147,5580,8,0,3,1,2
1,0.861569215,40,0,0.200879472,5002,8,0,0,0,1
1,1.037835718,34,1,0.666666667,3200,12,0,1,0,0
1,0.9999999,45,0,0,2000,0,3,0,0,0
1,0.999000125,69,1,0.492335037,4500,10,3,1,0,0
1,0.002099619,43,0,0.746875521,6000,19,0,2,0,0
1,0.934036939,48,1,0.49610078,3333,12,0,1,0,0
1,0.012473192,58,0,0.35001438,3476,26,0,1,0,0
1,0.039865824,57,3,0.070738121,27000,15,0,0,0,0
1,0.985202959,43,4,0.781574285,3950,12,0,1,0,1
1,0.031339031,50,1,0.355433171,4720,7,1,1,0,3
1,0.386797609,55,0,0.348328518,12114,12,0,1,0,1
1,0.268279853,26,0,0.590704648,2000,6,0,2,0,0
1,0.9999999,44,1,1.490392006,1300,4,1,1,1,2
1,0.884522578,78,3,423,6670.221237392844,4,0,1,0,0
1,0.734436377,48,2,0.368718002,9570,9,2,1,1,2
1,0.823294176,24,2,0.200874727,3200,5,2,0,0,2
1,0.406576316,54,2,0.661658031,3859,7,1,1,0,2
1,0.1319297,57,0,0.21756487,5510,15,0,1,0,0
1,0,70,0,1663,6670.221237392844,4,0,1,0,0
1,0.991668123,66,7,0.6601551,10186,7,2,2,0,2
1,0.792218319,49,1,0.680746863,3266,9,1,1,2,0
1,0.930570702,78,0,340,6670.221237392844,7,0,0,0,0
1,0.9999999,32,1,0.858190302,6000,6,0,2,0,3
1,0.659990718,49,1,0.337325995,9266,8,0,1,0,5
1,0.767554236,36,0,0.400729514,15900,18,0,2,0,0
1,0.640529197,47,0,1.498800959,1250,12,0,0,0,2
1,0.978206203,54,3,0.592592593,3833,10,3,2,1,0
1,0.820080267,32,1,0.206164098,2400,6,1,0,1,0
1,0.9999999,26,98,0,674,0,98,0,98,1
1,0.358880373,36,0,0.486134692,5300,11,0,1,0,1
1,0.9999999,33,0,0.222001701,3526,10,0,0,1,2
1,0.174728159,46,0,98,6670.221237392844,1,1,0,0,0
1,0.513582881,49,1,2.30620985,1400,16,0,1,0,0
1,0.815488093,36,2,0.632642305,5691,7,0,2,0,2
1,0.448835365,52,0,0.120117598,50000,13,0,2,0,2
1,0.52521688,51,0,777,6670.221237392844,5,0,1,0,0
1,0.04844843,68,0,0.071964018,7336,14,0,0,0,0
1,0.944365193,30,2,0.130773845,5000,3,2,0,0,1
1,0.9999999,25,0,0.111203665,2400,2,4,0,0,0
1,1.07053263,55,2,194,6670.221237392844,2,2,0,0,2
1,1.125291569,51,4,0.432072456,5630,7,0,2,1,0
1,0.9999999,57,0,0,6670.221237392844,0,0,0,0,0
1,0.713950057,46,1,0.743714026,3300,8,0,1,0,2
1,0.624978817,43,1,0.115836758,10462,7,0,0,0,2
1,0,47,3,0.470153311,9196,10,1,2,1,3
1,1.336621455,47,1,0.012329224,3000,2,0,0,0,2
1,0.051875327,70,1,0.347263801,8350,5,2,1,2,0
1,0.107407448,56,0,0.446539533,9333,22,0,1,0,2
1,0.986710963,35,0,98,6670.221237392844,3,0,0,0,0
1,0.920265781,38,0,0.003986049,2006,1,0,0,0,1
1,0.9999999,51,1,0.440529289,6725,8,6,1,1,2
1,0.617090001,33,0,0.8684786,3200,12,0,1,0,1
1,0.864126528,28,2,0.149207814,6500,14,2,0,2,0
1,0.9999999,33,0,107,6670.221237392844,1,0,0,0,0
1,0.995311501,43,1,0.77674558,3336,17,0,2,1,1
1,0.9999999,58,1,0.483589088,4691,6,2,1,3,0
1,0,88,5,0,9500,9,1,0,1,0
1,0.974683544,40,3,0.947171225,2668,9,2,2,0,1
1,0.994301994,32,1,0.156110045,3125,2,1,0,1,1
